time_period,area_code,area_name,region_or_country_name,index,monthly_change,annual_change,rental_price,median_monthly_pay,rent_to_pay_percent
2025-03-01,E12000002,North West,,119.971593,0.359929,9.029666,896.0,2383,37.59966428871171
2025-04-01,E12000002,North West,,120.354365,0.319052,8.418448,899.0,2391,37.59933082392305
2025-05-01,E12000002,North West,,121.181754,0.687461,8.359832,905.0,2398,37.73978315262719
2025-06-01,E12000002,North West,,122.000913,0.675976,7.920616,911.0,2410,37.80082987551867
2025-07-01,E12000002,North West,,122.131627,0.107142,7.232397,912.0,2427,37.57725587144623
2025-08-01,E12000002,North West,,122.669244,0.440195,7.14751,916.0,2461,37.22064201544088
2025-09-01,E12000002,North West,,123.53228,0.703547,7.104274,923.0,2447,37.71965672251737
2025-10-01,E12000002,North West,,124.053222,0.421705,6.509171,927.0,2446,37.89860997547015
2025-11-01,E12000002,North West,,124.913139,0.693184,6.287511,933.0,2443,38.19074907900123
2025-12-01,E12000002,North West,,125.430114,0.413867,6.117588,937.0,2457,38.13593813593813
2026-01-01,E12000002,North West,,126.031608,0.479545,5.958865,941.0,2476,38.004846526655896
2026-02-01,E12000002,North West,,126.355539,0.257024,5.700296,944.0,2492,37.881219903691814
2026-03-01,E12000002,North West,,126.828594,0.374384,5.71552,947.0,2507,37.77423214998006
2026-04-01,E12000002,North West,,127.293138,0.366277,5.765286,951.0,2516,37.79809220985692
2026-05-01,E12000002,North West,,127.732541,0.34519,5.405754,954.0,2521,37.84212614042047
2015-01-01,E12000003,Yorkshire and The Humber,,81.941667,,,586.0,1513,38.730998017184405
2015-02-01,E12000003,Yorkshire and The Humber,,81.813845,-0.155992,,585.0,1518,38.537549407114625
2015-03-01,E12000003,Yorkshire and The Humber,,81.89994,0.105233,,586.0,1518,38.6034255599473
2015-04-01,E12000003,Yorkshire and The Humber,,81.864047,-0.043825,,586.0,1514,38.70541611624835
2015-05-01,E12000003,Yorkshire and The Humber,,81.787724,-0.093231,,585.0,1516,38.58839050131926
2015-06-01,E12000003,Yorkshire and The Humber,,81.568998,-0.267432,,583.0,1516,38.45646437994723
2015-07-01,E12000003,Yorkshire and The Humber,,81.684439,0.141526,,584.0,1517,38.49703361898484
2015-08-01,E12000003,Yorkshire and The Humber,,81.749955,0.080207,,585.0,1514,38.63936591809776
2015-09-01,E12000003,Yorkshire and The Humber,,82.012142,0.320718,,587.0,1516,38.72031662269129
2015-10-01,E12000003,Yorkshire and The Humber,,81.925757,-0.105332,,586.0,1521,38.52728468113084
2015-11-01,E12000003,Yorkshire and The Humber,,82.073563,0.180414,,587.0,1521,38.59303090072321
2015-12-01,E12000003,Yorkshire and The Humber,,82.054796,-0.022866,,587.0,1523,38.542350623768876
2016-01-01,E12000003,Yorkshire and The Humber,,81.97551,-0.096626,0.0413,586.0,1532,38.250652741514365
2016-02-01,E12000003,Yorkshire and The Humber,,81.821923,-0.187357,0.009874,585.0,1531,38.21032005225343
2016-03-01,E12000003,Yorkshire and The Humber,,82.079665,0.315004,0.219444,587.0,1536,38.21614583333333
2016-04-01,E12000003,Yorkshire and The Humber,,82.265901,0.226896,0.490879,588.0,1540,38.18181818181819
2016-05-01,E12000003,Yorkshire and The Humber,,82.458993,0.234717,0.820745,590.0,1538,38.36150845253576
2016-06-01,E12000003,Yorkshire and The Humber,,82.558404,0.120558,1.212968,591.0,1542,38.32684824902724
2016-07-01,E12000003,Yorkshire and The Humber,,82.682998,0.150917,1.222459,591.0,1547,38.20297349709114
2016-08-01,E12000003,Yorkshire and The Humber,,82.865214,0.22038,1.364232,593.0,1547,38.33225597931481
2016-09-01,E12000003,Yorkshire and The Humber,,83.083193,0.263052,1.305966,594.0,1550,38.32258064516129
2016-10-01,E12000003,Yorkshire and The Humber,,83.202535,0.143642,1.558457,595.0,1552,38.33762886597938
2016-11-01,E12000003,Yorkshire and The Humber,,83.324725,0.146858,1.52444,596.0,1553,38.37733419188667
2016-12-01,E12000003,Yorkshire and The Humber,,83.62396,0.359119,1.912337,598.0,1559,38.35792174470814
2017-01-01,E12000003,Yorkshire and The Humber,,83.754858,0.156532,2.170585,599.0,1552,38.59536082474227
2017-02-01,E12000003,Yorkshire and The Humber,,83.886208,0.156827,2.5229,600.0,1559,38.486209108402825
2017-03-01,E12000003,Yorkshire and The Humber,,84.105607,0.261544,2.468263,602.0,1570,38.34394904458599
2017-04-01,E12000003,Yorkshire and The Humber,,84.568596,0.550486,2.799089,605.0,1572,38.48600508905852
2017-05-01,E12000003,Yorkshire and The Humber,,84.612808,0.052279,2.611983,605.0,1579,38.3153894870171
2017-06-01,E12000003,Yorkshire and The Humber,,84.590434,-0.026443,2.461324,605.0,1582,38.24273072060683
2017-07-01,E12000003,Yorkshire and The Humber,,84.670173,0.094265,2.403366,606.0,1583,38.281743524952624
2017-08-01,E12000003,Yorkshire and The Humber,,84.941177,0.32007,2.505228,608.0,1588,38.287153652392945
2017-09-01,E12000003,Yorkshire and The Humber,,85.040224,0.116607,2.355508,608.0,1592,38.19095477386934
2017-10-01,E12000003,Yorkshire and The Humber,,85.179131,0.163342,2.375644,609.0,1596,38.15789473684211
2017-11-01,E12000003,Yorkshire and The Humber,,85.320403,0.165853,2.395061,610.0,1602,38.07740324594257
2017-12-01,E12000003,Yorkshire and The Humber,,85.45595,0.158869,2.190748,611.0,1608,37.99751243781094
2018-01-01,E12000003,Yorkshire and The Humber,,85.523774,0.079367,2.112016,612.0,1608,38.059701492537314
2018-02-01,E12000003,Yorkshire and The Humber,,85.43539,-0.103344,1.846767,611.0,1611,37.92675356921167
2018-03-01,E12000003,Yorkshire and The Humber,,85.561414,0.147508,1.730928,612.0,1610,38.01242236024845
2018-04-01,E12000003,Yorkshire and The Humber,,85.816194,0.297774,1.47525,614.0,1611,38.11297330850403
2018-05-01,E12000003,Yorkshire and The Humber,,85.902892,0.101027,1.524691,614.0,1633,37.599510104102876
2018-06-01,E12000003,Yorkshire and The Humber,,85.850192,-0.061348,1.489245,614.0,1639,37.46186699206833
2018-07-01,E12000003,Yorkshire and The Humber,,85.944451,0.109795,1.504991,615.0,1642,37.45432399512789
2018-08-01,E12000003,Yorkshire and The Humber,,86.024963,0.09368,1.275926,615.0,1661,37.0258880192655
2018-09-01,E12000003,Yorkshire and The Humber,,86.317712,0.340307,1.502216,617.0,1640,37.6219512195122
2018-10-01,E12000003,Yorkshire and The Humber,,86.313272,-0.005144,1.331478,617.0,1648,37.439320388349515
2018-11-01,E12000003,Yorkshire and The Humber,,86.520726,0.24035,1.406842,619.0,1661,37.266706803130646
2018-12-01,E12000003,Yorkshire and The Humber,,86.558347,0.043482,1.290018,619.0,1654,37.424425634824665
2019-01-01,E12000003,Yorkshire and The Humber,,86.795162,0.27359,1.48659,621.0,1665,37.2972972972973
2019-02-01,E12000003,Yorkshire and The Humber,,86.920633,0.14456,1.73844,622.0,1669,37.267825044937084
2019-03-01,E12000003,Yorkshire and The Humber,,86.950701,0.034592,1.62373,622.0,1679,37.04586063132817
2019-04-01,E12000003,Yorkshire and The Humber,,87.16734,0.249151,1.574464,624.0,1690,36.92307692307693
2019-05-01,E12000003,Yorkshire and The Humber,,87.232677,0.074956,1.548009,624.0,1687,36.98873740367517
2019-06-01,E12000003,Yorkshire and The Humber,,87.360547,0.146586,1.759291,625.0,1689,37.00414446417999
2019-07-01,E12000003,Yorkshire and The Humber,,87.468901,0.124031,1.773762,626.0,1695,36.932153392330385
2019-08-01,E12000003,Yorkshire and The Humber,,87.726848,0.294901,1.978361,628.0,1697,37.00648202710666
2019-09-01,E12000003,Yorkshire and The Humber,,88.178311,0.514623,2.155523,631.0,1688,37.38151658767773
2019-10-01,E12000003,Yorkshire and The Humber,,88.416407,0.270017,2.436629,632.0,1702,37.132784958871916
2019-11-01,E12000003,Yorkshire and The Humber,,88.736684,0.362237,2.561188,635.0,1705,37.24340175953079
2019-12-01,E12000003,Yorkshire and The Humber,,88.988649,0.283946,2.807703,637.0,1712,37.20794392523364
2020-01-01,E12000003,Yorkshire and The Humber,,89.040795,0.058599,2.587279,637.0,1717,37.09959231217239
2020-02-01,E12000003,Yorkshire and The Humber,,89.184917,0.161861,2.605002,638.0,1727,36.94267515923567
2020-03-01,E12000003,Yorkshire and The Humber,,89.25879,0.082831,2.65448,638.0,1715,37.201166180758015
2020-04-01,E12000003,Yorkshire and The Humber,,89.349509,0.101636,2.503425,639.0,1681,38.013087447947655
2020-05-01,E12000003,Yorkshire and The Humber,,89.534905,0.207495,2.639181,640.0,1686,37.959667852906286
2020-06-01,E12000003,Yorkshire and The Humber,,89.59678,0.069108,2.559774,641.0,1713,37.41973146526561
2020-07-01,E12000003,Yorkshire and The Humber,,89.886655,0.323532,2.764129,643.0,1746,36.8270332187858
2020-08-01,E12000003,Yorkshire and The Humber,,89.955926,0.077065,2.54093,643.0,1764,36.45124716553288
2020-09-01,E12000003,Yorkshire and The Humber,,90.136958,0.201245,2.221235,645.0,1778,36.27671541057368
2020-10-01,E12000003,Yorkshire and The Humber,,90.338308,0.223382,2.173693,646.0,1787,36.14997202014549
2020-11-01,E12000003,Yorkshire and The Humber,,90.204428,-0.148198,1.654044,645.0,1784,36.154708520179376
2020-12-01,E12000003,Yorkshire and The Humber,,90.325806,0.134558,1.502615,646.0,1794,36.00891861761427
2021-01-01,E12000003,Yorkshire and The Humber,,90.361712,0.039752,1.483496,646.0,1802,35.84905660377358
2021-02-01,E12000003,Yorkshire and The Humber,,90.5468,0.20483,1.527033,648.0,1806,35.880398671096344
2021-03-01,E12000003,Yorkshire and The Humber,,90.816106,0.297422,1.744721,650.0,1816,35.79295154185022
2021-04-01,E12000003,Yorkshire and The Humber,,91.058697,0.267123,1.912924,651.0,1822,35.729967069154775
2021-05-01,E12000003,Yorkshire and The Humber,,91.483306,0.466302,2.176136,654.0,1821,35.914332784184516
2021-06-01,E12000003,Yorkshire and The Humber,,91.632695,0.163296,2.272308,655.0,1830,35.79234972677596
2021-07-01,E12000003,Yorkshire and The Humber,,92.048827,0.454131,2.405443,658.0,1840,35.76086956521739
2021-08-01,E12000003,Yorkshire and The Humber,,92.378648,0.358311,2.693233,661.0,1845,35.826558265582655
2021-09-01,E12000003,Yorkshire and The Humber,,92.663247,0.308079,2.802723,663.0,1866,35.530546623794216
2021-10-01,E12000003,Yorkshire and The Humber,,93.121961,0.495033,3.081365,666.0,1869,35.63402889245586
2021-11-01,E12000003,Yorkshire and The Humber,,93.436861,0.338159,3.583453,668.0,1869,35.741037988229
2021-12-01,E12000003,Yorkshire and The Humber,,93.980586,0.581917,4.046219,672.0,1887,35.6120826709062
2022-01-01,E12000003,Yorkshire and The Humber,,94.653892,0.716431,4.749998,677.0,1898,35.66912539515279
2022-02-01,E12000003,Yorkshire and The Humber,,95.032963,0.400481,4.954524,680.0,1911,35.583464154892724
2022-03-01,E12000003,Yorkshire and The Humber,,95.482427,0.472956,5.138208,683.0,1925,35.480519480519476
2022-04-01,E12000003,Yorkshire and The Humber,,95.89357,0.430596,5.309622,686.0,1924,35.65488565488565
2022-05-01,E12000003,Yorkshire and The Humber,,96.311534,0.435862,5.277715,689.0,1934,35.62564632885212
2022-06-01,E12000003,Yorkshire and The Humber,,96.560482,0.258482,5.377761,691.0,1946,35.5087358684481
2022-07-01,E12000003,Yorkshire and The Humber,,97.025256,0.48133,5.406293,694.0,1958,35.44433094994893
2022-08-01,E12000003,Yorkshire and The Humber,,97.505397,0.494861,5.549712,697.0,1977,35.25543753161355
2022-09-01,E12000003,Yorkshire and The Humber,,98.144339,0.655289,5.915065,702.0,2015,34.83870967741935
2022-10-01,E12000003,Yorkshire and The Humber,,98.493275,0.355534,5.768042,705.0,2008,35.10956175298805
2022-11-01,E12000003,Yorkshire and The Humber,,98.855089,0.367349,5.798812,707.0,2036,34.72495088408644
2022-12-01,E12000003,Yorkshire and The Humber,,99.356536,0.507255,5.720277,711.0,2038,34.88714425907753
2023-01-01,E12000003,Yorkshire and The Humber,,100.0,0.647632,5.64806,715.0,2043,34.997552618697995
2023-02-01,E12000003,Yorkshire and The Humber,,100.464962,0.464962,5.71591,719.0,2051,35.056070209653825
2023-03-01,E12000003,Yorkshire and The Humber,,101.22296,0.754491,6.012136,724.0,2056,35.21400778210117
2023-04-01,E12000003,Yorkshire and The Humber,,102.096097,0.862587,6.468136,730.0,2074,35.197685631629696
2023-05-01,E12000003,Yorkshire and The Humber,,102.626383,0.519399,6.556691,734.0,2098,34.9857006673022
2023-06-01,E12000003,Yorkshire and The Humber,,103.01935,0.38291,6.688935,737.0,2154,34.215413184772515
2023-07-01,E12000003,Yorkshire and The Humber,,103.753047,0.712194,6.934062,742.0,2116,35.06616257088847
2023-08-01,E12000003,Yorkshire and The Humber,,104.385205,0.60929,7.055823,747.0,2116,35.30245746691871
2023-09-01,E12000003,Yorkshire and The Humber,,105.050835,0.637667,7.037081,751.0,2118,35.45797922568461
2023-10-01,E12000003,Yorkshire and The Humber,,105.890958,0.79973,7.510851,757.0,2129,35.55659934241428
2023-11-01,E12000003,Yorkshire and The Humber,,106.466419,0.543447,7.699483,762.0,2164,35.212569316081336
2023-12-01,E12000003,Yorkshire and The Humber,,106.982598,0.484827,7.675451,765.0,2170,35.25345622119816
2024-01-01,E12000003,Yorkshire and The Humber,,107.529034,0.510772,7.529034,769.0,2174,35.37258509659614
2024-02-01,E12000003,Yorkshire and The Humber,,108.353931,0.767139,7.852458,775.0,2187,35.436671239140374
2024-03-01,E12000003,Yorkshire and The Humber,,109.063454,0.65482,7.745766,780.0,2200,35.45454545454545
2024-04-01,E12000003,Yorkshire and The Humber,,109.738063,0.618548,7.485072,785.0,2213,35.47220967013104
2024-05-01,E12000003,Yorkshire and The Humber,,110.439705,0.639378,7.613366,790.0,2227,35.47373147732375
2024-06-01,E12000003,Yorkshire and The Humber,,110.972807,0.482709,7.720353,794.0,2229,35.62135486765365
2024-07-01,E12000003,Yorkshire and The Humber,,111.030708,0.052176,7.014407,794.0,2243,35.399019170753455
2024-08-01,E12000003,Yorkshire and The Humber,,111.591782,0.505332,6.90383,798.0,2252,35.43516873889876
2024-09-01,E12000003,Yorkshire and The Humber,,111.595368,0.003213,6.229872,798.0,2255,35.388026607538805
2024-10-01,E12000003,Yorkshire and The Humber,,112.135872,0.484342,5.897495,802.0,2309,34.73365093113902
2024-11-01,E12000003,Yorkshire and The Humber,,112.478384,0.305444,5.646817,805.0,2301,34.98478922207735
2024-12-01,E12000003,Yorkshire and The Humber,,112.625053,0.130398,5.274181,806.0,2297,35.08924684370919
2025-01-01,E12000003,Yorkshire and The Humber,,113.144242,0.460989,5.222039,809.0,2309,35.036812472932006
2025-02-01,E12000003,Yorkshire and The Humber,,113.608182,0.410043,4.849156,813.0,2315,35.11879049676026
2025-03-01,E12000003,Yorkshire and The Humber,,114.057836,0.395794,4.579336,816.0,2326,35.081685296646604
2025-04-01,E12000003,Yorkshire and The Humber,,114.074339,0.014469,3.951478,816.0,2346,34.78260869565217
2025-05-01,E12000003,Yorkshire and The Humber,,114.5421,0.410049,3.714602,819.0,2356,34.7623089983022
2025-06-01,E12000003,Yorkshire and The Humber,,114.907325,0.318857,3.54548,822.0,2362,34.80101608806096
2025-07-01,E12000003,Yorkshire and The Humber,,114.966229,0.051262,3.544534,822.0,2382,34.5088161209068
2025-08-01,E12000003,Yorkshire and The Humber,,115.363206,0.345299,3.379661,825.0,2411,34.21816673579428
2025-09-01,E12000003,Yorkshire and The Humber,,115.885537,0.452771,3.844397,829.0,2395,34.61377870563675
2025-10-01,E12000003,Yorkshire and The Humber,,116.44792,0.485292,3.845379,833.0,2399,34.72280116715298
2025-11-01,E12000003,Yorkshire and The Humber,,117.109357,0.568011,4.117212,838.0,2375,35.28421052631579
2025-12-01,E12000003,Yorkshire and The Humber,,117.626529,0.441614,4.44082,841.0,2407,34.93975903614458
2026-01-01,E12000003,Yorkshire and The Humber,,117.901395,0.233677,4.204503,843.0,2428,34.71993410214168
2026-02-01,E12000003,Yorkshire and The Humber,,118.542481,0.543748,4.34326,848.0,2443,34.711420384772815
2026-03-01,E12000003,Yorkshire and The Humber,,119.076368,0.450376,4.399988,852.0,2454,34.71882640586797
2026-04-01,E12000003,Yorkshire and The Humber,,119.483913,0.342255,4.742148,855.0,2467,34.65747871909202
2026-05-01,E12000003,Yorkshire and The Humber,,119.708285,0.187784,4.510294,856.0,2467,34.69801378192136
2015-01-01,E12000004,East Midlands,,76.557273,,,566.0,1526,37.09043250327654
2015-02-01,E12000004,East Midlands,,76.670548,0.147961,,567.0,1533,36.986301369863014
2015-03-01,E12000004,East Midlands,,76.751892,0.106096,,568.0,1526,37.22149410222805
2015-04-01,E12000004,East Midlands,,76.812172,0.078539,,568.0,1521,37.343852728468114
2015-05-01,E12000004,East Midlands,,76.94986,0.179253,,569.0,1521,37.409598948060484
2015-06-01,E12000004,East Midlands,,77.100959,0.19636,,570.0,1522,37.450722733245726
2015-07-01,E12000004,East Midlands,,77.271772,0.221544,,572.0,1523,37.55745239658569
2015-08-01,E12000004,East Midlands,,77.459455,0.242887,,573.0,1527,37.524557956778
2015-09-01,E12000004,East Midlands,,77.686225,0.292761,,575.0,1527,37.65553372626064
2015-10-01,E12000004,East Midlands,,77.879696,0.249041,,576.0,1529,37.671680837148465
2015-11-01,E12000004,East Midlands,,77.877951,-0.00224,,576.0,1535,37.52442996742671
2015-12-01,E12000004,East Midlands,,77.88847,0.013507,,576.0,1534,37.54889178617992
2016-01-01,E12000004,East Midlands,,78.129952,0.310035,2.054251,578.0,1544,37.43523316062176
2016-02-01,E12000004,East Midlands,,78.087584,-0.054227,1.848215,578.0,1548,37.338501291989665
2016-03-01,E12000004,East Midlands,,78.213064,0.160691,1.90376,579.0,1550,37.354838709677416
2016-04-01,E12000004,East Midlands,,78.350802,0.176105,2.003106,580.0,1556,37.275064267352185
2016-05-01,E12000004,East Midlands,,78.606496,0.326345,2.152876,582.0,1557,37.37957610789981
2016-06-01,E12000004,East Midlands,,78.840289,0.297423,2.255912,583.0,1560,37.371794871794876
2016-07-01,E12000004,East Midlands,,79.160299,0.405896,2.444007,586.0,1564,37.468030690537084
2016-08-01,E12000004,East Midlands,,79.448731,0.364365,2.568152,588.0,1563,37.61996161228407
2016-09-01,E12000004,East Midlands,,79.593636,0.182388,2.455275,589.0,1566,37.61174968071519
2016-10-01,E12000004,East Midlands,,79.860233,0.334948,2.543073,591.0,1571,37.61935073201783
2016-11-01,E12000004,East Midlands,,80.203955,0.430405,2.986729,593.0,1568,37.81887755102041
2016-12-01,E12000004,East Midlands,,80.390429,0.232499,3.212232,595.0,1572,37.849872773536894
2017-01-01,E12000004,East Midlands,,80.718078,0.407573,3.312592,597.0,1571,38.00127307447486
2017-02-01,E12000004,East Midlands,,81.02536,0.380686,3.762155,599.0,1579,37.93540215326156
2017-03-01,E12000004,East Midlands,,81.043439,0.022312,3.6188,600.0,1587,37.80718336483932
2017-04-01,E12000004,East Midlands,,81.418663,0.462991,3.915545,602.0,1597,37.69567939887289
2017-05-01,E12000004,East Midlands,,81.503432,0.104115,3.685365,603.0,1598,37.73466833541927
2017-06-01,E12000004,East Midlands,,81.697664,0.238311,3.624257,604.0,1601,37.7264209868832
2017-07-01,E12000004,East Midlands,,81.886817,0.231529,3.4443,606.0,1604,37.78054862842893
2017-08-01,E12000004,East Midlands,,82.131955,0.299362,3.377303,608.0,1607,37.83447417548226
2017-09-01,E12000004,East Midlands,,82.352131,0.268075,3.465723,609.0,1613,37.75573465592065
2017-10-01,E12000004,East Midlands,,82.574958,0.270579,3.399345,611.0,1617,37.78602350030921
2017-11-01,E12000004,East Midlands,,83.007011,0.523225,3.49491,614.0,1622,37.85450061652281
2017-12-01,E12000004,East Midlands,,83.207927,0.242047,3.504768,616.0,1625,37.90769230769231
2018-01-01,E12000004,East Midlands,,83.197801,-0.012169,3.072078,616.0,1629,37.8146101903008
2018-02-01,E12000004,East Midlands,,83.469211,0.326222,3.016155,618.0,1633,37.84445805266381
2018-03-01,E12000004,East Midlands,,83.648799,0.215156,3.214771,619.0,1637,37.81307269395236
2018-04-01,E12000004,East Midlands,,83.850253,0.240833,2.986527,620.0,1642,37.758830694275275
2018-05-01,E12000004,East Midlands,,84.120853,0.322718,3.211425,622.0,1653,37.628554143980644
2018-06-01,E12000004,East Midlands,,84.367588,0.29331,3.268054,624.0,1660,37.59036144578313
2018-07-01,E12000004,East Midlands,,84.609919,0.287232,3.325446,626.0,1669,37.50748951467945
2018-08-01,E12000004,East Midlands,,84.835965,0.267163,3.292274,628.0,1676,37.47016706443914
2018-09-01,E12000004,East Midlands,,85.883244,1.234475,4.287822,635.0,1672,37.97846889952153
2018-10-01,E12000004,East Midlands,,86.269388,0.449616,4.474032,638.0,1676,38.066825775656326
2018-11-01,E12000004,East Midlands,,86.855222,0.679075,4.636008,643.0,1681,38.25104104699584
2018-12-01,E12000004,East Midlands,,86.829865,-0.029195,4.352877,642.0,1676,38.3054892601432
2019-01-01,E12000004,East Midlands,,87.13659,0.353248,4.734246,645.0,1688,38.21090047393365
2019-02-01,E12000004,East Midlands,,87.205047,0.078564,4.475706,645.0,1695,38.05309734513274
2019-03-01,E12000004,East Midlands,,87.347498,0.163351,4.421699,646.0,1701,37.97766019988242
2019-04-01,E12000004,East Midlands,,87.448849,0.116032,4.291693,647.0,1709,37.85839672322996
2019-05-01,E12000004,East Midlands,,87.647164,0.226779,4.191958,648.0,1710,37.89473684210527
2019-06-01,E12000004,East Midlands,,87.716017,0.078556,3.968857,649.0,1715,37.84256559766764
2019-07-01,E12000004,East Midlands,,87.863635,0.168291,3.845549,650.0,1717,37.8567268491555
2019-08-01,E12000004,East Midlands,,88.011304,0.168066,3.742916,651.0,1719,37.87085514834206
2019-09-01,E12000004,East Midlands,,88.252863,0.274464,2.759118,653.0,1722,37.92102206736353
2019-10-01,E12000004,East Midlands,,88.624933,0.421595,2.730453,656.0,1725,38.028985507246375
2019-11-01,E12000004,East Midlands,,88.779396,0.174288,2.21538,657.0,1725,38.08695652173913
2019-12-01,E12000004,East Midlands,,88.725917,-0.060238,2.18364,656.0,1736,37.78801843317972
2020-01-01,E12000004,East Midlands,,88.668624,-0.064572,1.758199,656.0,1740,37.701149425287355
2020-02-01,E12000004,East Midlands,,88.931131,0.296053,1.979339,658.0,1753,37.53565316600114
2020-03-01,E12000004,East Midlands,,88.995471,0.072348,1.886686,658.0,1744,37.72935779816514
2020-04-01,E12000004,East Midlands,,89.202244,0.232341,2.005052,660.0,1701,38.80070546737213
2020-05-01,E12000004,East Midlands,,89.317469,0.129173,1.905715,661.0,1710,38.65497076023392
2020-06-01,E12000004,East Midlands,,89.40659,0.09978,1.927326,661.0,1739,38.01035077630822
2020-07-01,E12000004,East Midlands,,89.438508,0.0357,1.792407,662.0,1773,37.33784545967287
2020-08-01,E12000004,East Midlands,,89.627374,0.211168,1.836207,663.0,1791,37.018425460636514
2020-09-01,E12000004,East Midlands,,89.863388,0.263329,1.824898,665.0,1799,36.964980544747085
2020-10-01,E12000004,East Midlands,,90.131543,0.298403,1.699984,667.0,1806,36.93244739756368
2020-11-01,E12000004,East Midlands,,90.248469,0.129728,1.654746,668.0,1815,36.80440771349862
2020-12-01,E12000004,East Midlands,,90.509008,0.288691,2.009662,670.0,1821,36.792970895112575
2021-01-01,E12000004,East Midlands,,90.648632,0.154265,2.233042,671.0,1830,36.666666666666664
2021-02-01,E12000004,East Midlands,,91.002732,0.39063,2.329445,673.0,1839,36.59597607395323
2021-03-01,E12000004,East Midlands,,91.230659,0.250462,2.511576,675.0,1851,36.466774716369535
2021-04-01,E12000004,East Midlands,,91.523409,0.320889,2.602138,677.0,1855,36.495956873315365
2021-05-01,E12000004,East Midlands,,92.001137,0.521973,3.004639,681.0,1861,36.59322944653412
2021-06-01,E12000004,East Midlands,,92.070519,0.075415,2.979567,681.0,1869,36.43659711075441
2021-07-01,E12000004,East Midlands,,92.316364,0.267018,3.217692,683.0,1879,36.349121873336884
2021-08-01,E12000004,East Midlands,,92.699658,0.415196,3.427842,686.0,1887,36.35400105988341
2021-09-01,E12000004,East Midlands,,93.032817,0.359396,3.526941,688.0,1899,36.229594523433384
2021-10-01,E12000004,East Midlands,,93.331153,0.320678,3.549934,690.0,1910,36.12565445026178
2021-11-01,E12000004,East Midlands,,93.664906,0.357601,3.78559,693.0,1915,36.18798955613577
2021-12-01,E12000004,East Midlands,,94.1886,0.559114,4.065442,697.0,1930,36.1139896373057
2022-01-01,E12000004,East Midlands,,94.546452,0.379932,4.299922,699.0,1944,35.95679012345679
2022-02-01,E12000004,East Midlands,,94.987559,0.46655,4.378799,703.0,1954,35.977482088024566
2022-03-01,E12000004,East Midlands,,95.520006,0.560544,4.701651,707.0,1972,35.851926977687626
2022-04-01,E12000004,East Midlands,,95.972628,0.47385,4.861291,710.0,1964,36.15071283095723
2022-05-01,E12000004,East Midlands,,96.275722,0.315813,4.646231,712.0,1980,35.95959595959596
2022-06-01,E12000004,East Midlands,,96.695934,0.436467,5.023774,715.0,1991,35.91160220994475
2022-07-01,E12000004,East Midlands,,96.905432,0.216657,4.971023,717.0,2000,35.85
2022-08-01,E12000004,East Midlands,,97.436258,0.547778,5.10962,721.0,2015,35.78163771712159
2022-09-01,E12000004,East Midlands,,97.945606,0.52275,5.280706,725.0,2035,35.62653562653563
2022-10-01,E12000004,East Midlands,,98.516117,0.582477,5.555449,729.0,2044,35.66536203522505
2022-11-01,E12000004,East Midlands,,99.457407,0.955468,6.184281,736.0,2075,35.46987951807229
2022-12-01,E12000004,East Midlands,,99.714664,0.258661,5.86702,738.0,2074,35.58341369334619
2023-01-01,E12000004,East Midlands,,100.0,0.286152,5.768114,740.0,2080,35.57692307692308
2023-02-01,E12000004,East Midlands,,100.131462,0.131462,5.415344,741.0,2089,35.471517472474865
2023-03-01,E12000004,East Midlands,,100.680634,0.548451,5.402667,745.0,2096,35.54389312977099
2023-04-01,E12000004,East Midlands,,101.152249,0.468427,5.396978,748.0,2114,35.38315988647114
2023-05-01,E12000004,East Midlands,,101.724487,0.565719,5.659542,753.0,2134,35.28584817244611
2023-06-01,E12000004,East Midlands,,102.294295,0.560148,5.789655,757.0,2189,34.58200091365921
2023-07-01,E12000004,East Midlands,,102.852083,0.545278,6.13655,761.0,2159,35.24779990736452
2023-08-01,E12000004,East Midlands,,103.535765,0.664724,6.259997,766.0,2160,35.46296296296296
2023-09-01,E12000004,East Midlands,,104.349929,0.78636,6.538652,772.0,2157,35.79044969865554
2023-10-01,E12000004,East Midlands,,105.106392,0.72493,6.68954,778.0,2178,35.720844811753906
2023-11-01,E12000004,East Midlands,,106.321537,1.156109,6.901577,787.0,2206,35.675430643699
2023-12-01,E12000004,East Midlands,,106.887911,0.532699,7.193773,791.0,2206,35.85675430643699
2024-01-01,E12000004,East Midlands,,107.513273,0.585063,7.513273,795.0,2217,35.859269282814616
2024-02-01,E12000004,East Midlands,,108.310457,0.741475,8.168257,801.0,2230,35.91928251121077
2024-03-01,E12000004,East Midlands,,108.990664,0.628016,8.253851,806.0,2241,35.96608656849621
2024-04-01,E12000004,East Midlands,,109.698705,0.649635,8.449101,812.0,2257,35.9769605671245
2024-05-01,E12000004,East Midlands,,110.575319,0.799111,8.700788,818.0,2270,36.0352422907489
2024-06-01,E12000004,East Midlands,,111.819575,1.125256,9.311644,827.0,2278,36.303775241439865
2024-07-01,E12000004,East Midlands,,112.448848,0.562757,9.330647,832.0,2286,36.39545056867892
2024-08-01,E12000004,East Midlands,,113.073474,0.555476,9.211995,837.0,2295,36.470588235294116
2024-09-01,E12000004,East Midlands,,113.554569,0.425471,8.820936,840.0,2308,36.3951473136915
2024-10-01,E12000004,East Midlands,,114.704428,1.012604,9.131734,849.0,2351,36.11229264142918
