time_period,area_code,area_name,region_or_country_name,index,monthly_change,annual_change,rental_price
2016-06-01,E12000001,North East,,87.367477,0.203768,1.206486,541.0
2016-07-01,E12000001,North East,,87.861587,0.565554,1.785234,544.0
2016-08-01,E12000001,North East,,88.079772,0.248328,1.878435,545.0
2016-09-01,E12000001,North East,,88.372708,0.33258,2.212274,547.0
2016-10-01,E12000001,North East,,88.551712,0.202556,2.358866,548.0
2016-11-01,E12000001,North East,,88.883875,0.375106,2.560967,550.0
2016-12-01,E12000001,North East,,88.933855,0.056231,2.623521,551.0
2017-01-01,E12000001,North East,,88.957778,0.0269,2.522409,551.0
2017-02-01,E12000001,North East,,89.379888,0.474506,2.80322,553.0
2017-03-01,E12000001,North East,,89.376808,-0.003446,2.71834,553.0
2017-04-01,E12000001,North East,,89.294304,-0.092311,2.520523,553.0
2017-05-01,E12000001,North East,,89.407449,0.12671,2.543458,554.0
2017-06-01,E12000001,North East,,89.430394,0.025664,2.361196,554.0
2017-07-01,E12000001,North East,,89.465571,0.039335,1.825581,554.0
2017-08-01,E12000001,North East,,89.521478,0.06249,1.636819,554.0
2017-09-01,E12000001,North East,,89.453784,-0.075618,1.223314,554.0
2017-10-01,E12000001,North East,,89.438416,-0.017179,1.00134,554.0
2017-11-01,E12000001,North East,,89.46098,0.025229,0.64928,554.0
2017-12-01,E12000001,North East,,89.549934,0.099432,0.692738,554.0
2018-01-01,E12000001,North East,,89.403287,-0.163759,0.500809,553.0
2018-02-01,E12000001,North East,,89.447237,0.049159,0.075351,554.0
2018-03-01,E12000001,North East,,89.479724,0.03632,0.115149,554.0
2018-04-01,E12000001,North East,,89.376591,-0.115258,0.092153,553.0
2018-05-01,E12000001,North East,,89.285517,-0.1019,-0.136378,553.0
2018-06-01,E12000001,North East,,89.589498,0.34046,0.177908,555.0
2018-07-01,E12000001,North East,,89.565807,-0.026444,0.112039,554.0
2018-08-01,E12000001,North East,,89.625743,0.066918,0.116469,555.0
2018-09-01,E12000001,North East,,89.731816,0.118351,0.310811,556.0
2018-10-01,E12000001,North East,,89.976725,0.272935,0.601877,557.0
2018-11-01,E12000001,North East,,89.946123,-0.034012,0.542295,557.0
2018-12-01,E12000001,North East,,89.90596,-0.044652,0.397573,557.0
2019-01-01,E12000001,North East,,89.918469,0.013914,0.576245,557.0
2019-02-01,E12000001,North East,,89.840505,-0.086706,0.439665,556.0
2019-03-01,E12000001,North East,,90.018741,0.198391,0.602389,557.0
2019-04-01,E12000001,North East,,90.035219,0.018305,0.736913,557.0
2019-05-01,E12000001,North East,,90.145145,0.122092,0.962786,558.0
2019-06-01,E12000001,North East,,90.256035,0.123013,0.743991,559.0
2019-07-01,E12000001,North East,,90.400515,0.160078,0.93195,560.0
2019-08-01,E12000001,North East,,90.225721,-0.193355,0.669426,559.0
2019-09-01,E12000001,North East,,90.348611,0.136203,0.687376,559.0
2019-10-01,E12000001,North East,,90.551735,0.224822,0.639064,561.0
2019-11-01,E12000001,North East,,90.790325,0.263485,0.938564,562.0
2019-12-01,E12000001,North East,,90.781196,-0.010054,0.973502,562.0
2020-01-01,E12000001,North East,,90.959487,0.196396,1.157735,563.0
2020-02-01,E12000001,North East,,90.899158,-0.066324,1.17837,563.0
2020-03-01,E12000001,North East,,90.88165,-0.019261,0.958589,563.0
2020-04-01,E12000001,North East,,91.013409,0.144979,1.086453,563.0
2020-05-01,E12000001,North East,,91.018523,0.005619,0.968858,563.0
2020-06-01,E12000001,North East,,91.26773,0.273798,1.120917,565.0
2020-07-01,E12000001,North East,,91.308089,0.04422,1.003947,565.0
2020-08-01,E12000001,North East,,91.426878,0.130097,1.33128,566.0
2020-09-01,E12000001,North East,,91.756576,0.360614,1.558369,568.0
2020-10-01,E12000001,North East,,92.193913,0.476627,1.813525,571.0
2020-11-01,E12000001,North East,,92.553401,0.389926,1.94192,573.0
2020-12-01,E12000001,North East,,92.732843,0.19388,2.149836,574.0
2021-01-01,E12000001,North East,,92.838838,0.114301,2.066141,575.0
2021-02-01,E12000001,North East,,92.988735,0.161459,2.298785,576.0
2021-03-01,E12000001,North East,,93.10139,0.121149,2.442451,576.0
2021-04-01,E12000001,North East,,93.26639,0.177226,2.475438,577.0
2021-05-01,E12000001,North East,,93.434799,0.180567,2.654708,578.0
2021-06-01,E12000001,North East,,93.654112,0.234723,2.614704,580.0
2021-07-01,E12000001,North East,,93.885062,0.246599,2.822283,581.0
2021-08-01,E12000001,North East,,94.02153,0.145357,2.837953,582.0
2021-09-01,E12000001,North East,,94.450588,0.456341,2.936043,585.0
2021-10-01,E12000001,North East,,94.657283,0.21884,2.671945,586.0
2021-11-01,E12000001,North East,,94.8216,0.173591,2.450693,587.0
2021-12-01,E12000001,North East,,95.098789,0.292327,2.551357,589.0
2022-01-01,E12000001,North East,,94.719983,-0.39833,2.026247,586.0
2022-02-01,E12000001,North East,,94.967094,0.260886,2.127526,588.0
2022-03-01,E12000001,North East,,95.851115,0.930871,2.953474,593.0
2022-04-01,E12000001,North East,,96.175462,0.338386,3.1191,595.0
2022-05-01,E12000001,North East,,96.515577,0.35364,3.29725,598.0
2022-06-01,E12000001,North East,,96.93505,0.434616,3.50325,600.0
2022-07-01,E12000001,North East,,97.3233,0.400526,3.662179,603.0
2022-08-01,E12000001,North East,,97.613501,0.298182,3.820371,604.0
2022-09-01,E12000001,North East,,98.124744,0.523742,3.890029,607.0
2022-10-01,E12000001,North East,,98.62808,0.512955,4.194919,611.0
2022-11-01,E12000001,North East,,98.903872,0.279629,4.305213,612.0
2022-12-01,E12000001,North East,,99.550677,0.653973,4.681329,616.0
2023-01-01,E12000001,North East,,100.0,0.451351,5.574344,619.0
2023-02-01,E12000001,North East,,100.443082,0.443082,5.766195,622.0
2023-03-01,E12000001,North East,,100.81648,0.371751,5.180289,624.0
2023-04-01,E12000001,North East,,101.530631,0.708367,5.568124,629.0
2023-05-01,E12000001,North East,,101.544515,0.013674,5.210493,629.0
2023-06-01,E12000001,North East,,101.981593,0.43043,5.206108,631.0
2023-07-01,E12000001,North East,,102.815941,0.818136,5.643706,637.0
2023-08-01,E12000001,North East,,103.242546,0.414921,5.766667,639.0
2023-09-01,E12000001,North East,,103.614595,0.360364,5.594768,641.0
2023-10-01,E12000001,North East,,104.160102,0.526476,5.608973,645.0
2023-11-01,E12000001,North East,,104.429227,0.258376,5.586591,647.0
2023-12-01,E12000001,North East,,104.804927,0.359765,5.277965,649.0
2024-01-01,E12000001,North East,,105.523948,0.686057,5.523948,653.0
2024-02-01,E12000001,North East,,106.26813,0.705225,5.799352,658.0
2024-03-01,E12000001,North East,,107.044785,0.730845,6.177865,663.0
2024-04-01,E12000001,North East,,107.513702,0.438056,5.892873,666.0
2024-05-01,E12000001,North East,,107.859636,0.321758,6.219067,668.0
2024-06-01,E12000001,North East,,108.086876,0.210681,5.986652,669.0
2024-07-01,E12000001,North East,,109.194823,1.025052,6.204176,676.0
2024-08-01,E12000001,North East,,110.136699,0.862565,6.677628,682.0
2024-09-01,E12000001,North East,,111.035416,0.816001,7.161945,687.0
2024-10-01,E12000001,North East,,112.103716,0.962126,7.62635,694.0
2024-11-01,E12000001,North East,,113.134453,0.91945,8.336005,700.0
2024-12-01,E12000001,North East,,114.108369,0.860848,8.876912,706.0
2025-01-01,E12000001,North East,,114.74907,0.561485,8.742207,710.0
2025-02-01,E12000001,North East,,115.517201,0.669401,8.703523,715.0
2025-03-01,E12000001,North East,,117.132178,1.39804,9.423526,725.0
2025-04-01,E12000001,North East,,117.658797,0.449594,9.436095,728.0
2025-05-01,E12000001,North East,,118.374887,0.608615,9.749013,733.0
2025-06-01,E12000001,North East,,118.600457,0.190556,9.726973,734.0
2025-07-01,E12000001,North East,,118.951117,0.295665,8.934759,736.0
2025-08-01,E12000001,North East,,120.292588,1.12775,9.221167,745.0
2025-09-01,E12000001,North East,,121.10847,0.678248,9.071929,750.0
2025-10-01,E12000001,North East,,122.080699,0.802776,8.899779,756.0
2025-11-01,E12000001,North East,,122.581948,0.410588,8.350679,759.0
2025-12-01,E12000001,North East,,123.153272,0.466075,7.926591,762.0
2026-01-01,E12000001,North East,,123.959934,0.655007,8.026962,767.0
2026-02-01,E12000001,North East,,124.301091,0.275215,7.603967,770.0
2026-03-01,E12000001,North East,,124.705278,0.325168,6.465431,772.0
2026-04-01,E12000001,North East,,125.317866,0.491228,6.509559,776.0
2026-05-01,E12000001,North East,,125.311079,-0.005416,5.859513,776.0
2015-01-01,E12000002,North West,,79.524339,,,594.0
2015-02-01,E12000002,North West,,79.676474,0.191307,,595.0
2015-03-01,E12000002,North West,,79.835847,0.200024,,596.0
2015-04-01,E12000002,North West,,79.888065,0.065407,,597.0
2015-05-01,E12000002,North West,,79.971216,0.104084,,597.0
2015-06-01,E12000002,North West,,79.946947,-0.030347,,597.0
2015-07-01,E12000002,North West,,80.076492,0.162039,,598.0
2015-08-01,E12000002,North West,,80.185349,0.135941,,599.0
2015-09-01,E12000002,North West,,80.366906,0.226423,,600.0
2015-10-01,E12000002,North West,,80.501966,0.168053,,601.0
2015-11-01,E12000002,North West,,80.760098,0.320654,,603.0
2015-12-01,E12000002,North West,,80.777835,0.021962,,603.0
2016-01-01,E12000002,North West,,80.777236,-0.000741,1.57549,603.0
2016-02-01,E12000002,North West,,80.967156,0.235115,1.619903,605.0
2016-03-01,E12000002,North West,,81.106316,0.171872,1.591352,606.0
2016-04-01,E12000002,North West,,81.300016,0.238823,1.767412,607.0
2016-05-01,E12000002,North West,,81.43725,0.1688,1.833203,608.0
2016-06-01,E12000002,North West,,81.624123,0.229468,2.097862,610.0
2016-07-01,E12000002,North West,,81.762005,0.168923,2.104879,611.0
2016-08-01,E12000002,North West,,81.954763,0.235755,2.206656,612.0
2016-09-01,E12000002,North West,,82.089007,0.163803,2.142799,613.0
2016-10-01,E12000002,North West,,82.221006,0.160799,2.135402,614.0
2016-11-01,E12000002,North West,,82.327902,0.130011,1.94131,615.0
2016-12-01,E12000002,North West,,82.489582,0.196385,2.11908,616.0
2017-01-01,E12000002,North West,,82.628661,0.168602,2.292013,617.0
2017-02-01,E12000002,North West,,82.807202,0.216076,2.272583,619.0
2017-03-01,E12000002,North West,,83.069032,0.316192,2.41993,621.0
2017-04-01,E12000002,North West,,83.252664,0.22106,2.40178,622.0
2017-05-01,E12000002,North West,,83.459087,0.247948,2.482693,623.0
2017-06-01,E12000002,North West,,83.553758,0.113434,2.36405,624.0
2017-07-01,E12000002,North West,,83.722029,0.201393,2.397231,625.0
2017-08-01,E12000002,North West,,83.90291,0.21605,2.3771,627.0
2017-09-01,E12000002,North West,,84.107956,0.244384,2.459463,628.0
2017-10-01,E12000002,North West,,84.311786,0.242343,2.542878,630.0
2017-11-01,E12000002,North West,,84.758019,0.529266,2.951753,633.0
2017-12-01,E12000002,North West,,84.953878,0.231081,2.987403,635.0
2018-01-01,E12000002,North West,,85.040363,0.101802,2.918723,635.0
2018-02-01,E12000002,North West,,85.09716,0.066788,2.765409,636.0
2018-03-01,E12000002,North West,,85.180477,0.097908,2.541796,636.0
2018-04-01,E12000002,North West,,85.351972,0.201332,2.521611,638.0
2018-05-01,E12000002,North West,,85.443822,0.107613,2.378093,638.0
2018-06-01,E12000002,North West,,85.490421,0.054537,2.317864,639.0
2018-07-01,E12000002,North West,,85.622165,0.154103,2.269576,640.0
2018-08-01,E12000002,North West,,85.825769,0.237794,2.291766,641.0
2018-09-01,E12000002,North West,,85.956322,0.152114,2.197611,642.0
2018-10-01,E12000002,North West,,86.055668,0.115578,2.068373,643.0
2018-11-01,E12000002,North West,,86.227815,0.200042,1.734109,644.0
2018-12-01,E12000002,North West,,86.187485,-0.046772,1.45209,644.0
2019-01-01,E12000002,North West,,86.178688,-0.010207,1.33857,644.0
2019-02-01,E12000002,North West,,86.128715,-0.057988,1.212209,643.0
2019-03-01,E12000002,North West,,86.268778,0.16262,1.277641,644.0
2019-04-01,E12000002,North West,,86.491038,0.257637,1.334551,646.0
2019-05-01,E12000002,North West,,86.552685,0.071276,1.297769,647.0
2019-06-01,E12000002,North West,,86.6229,0.081124,1.324685,647.0
2019-07-01,E12000002,North West,,86.716552,0.108114,1.278159,648.0
2019-08-01,E12000002,North West,,86.964198,0.285581,1.326442,650.0
2019-09-01,E12000002,North West,,87.102549,0.15909,1.3335,651.0
2019-10-01,E12000002,North West,,87.239003,0.156659,1.375081,652.0
2019-11-01,E12000002,North West,,87.343577,0.119871,1.29397,652.0
2019-12-01,E12000002,North West,,87.410703,0.076852,1.419252,653.0
2020-01-01,E12000002,North West,,87.700012,0.330977,1.765313,655.0
2020-02-01,E12000002,North West,,87.68312,-0.019261,1.804747,655.0
2020-03-01,E12000002,North West,,87.771431,0.100716,1.741828,656.0
2020-04-01,E12000002,North West,,88.078672,0.350046,1.835605,658.0
2020-05-01,E12000002,North West,,88.326425,0.281286,2.049318,660.0
2020-06-01,E12000002,North West,,88.380061,0.060725,2.028517,660.0
2020-07-01,E12000002,North West,,88.530677,0.170419,2.092017,661.0
2020-08-01,E12000002,North West,,88.862106,0.374367,2.182402,664.0
2020-09-01,E12000002,North West,,89.005737,0.161634,2.184998,665.0
2020-10-01,E12000002,North West,,89.136914,0.14738,2.175531,666.0
2020-11-01,E12000002,North West,,89.350648,0.239782,2.297903,667.0
2020-12-01,E12000002,North West,,89.595315,0.273828,2.499251,669.0
2021-01-01,E12000002,North West,,89.902568,0.342934,2.511466,672.0
2021-02-01,E12000002,North West,,90.009831,0.119311,2.653545,672.0
2021-03-01,E12000002,North West,,90.085429,0.083988,2.63639,673.0
2021-04-01,E12000002,North West,,90.402251,0.351691,2.638072,675.0
2021-05-01,E12000002,North West,,90.645356,0.268916,2.625411,677.0
2021-06-01,E12000002,North West,,90.87953,0.258341,2.828092,679.0
2021-07-01,E12000002,North West,,91.179874,0.330485,2.992405,681.0
2021-08-01,E12000002,North West,,91.562682,0.419838,3.039063,684.0
2021-09-01,E12000002,North West,,91.948523,0.421396,3.306288,687.0
2021-10-01,E12000002,North West,,92.325926,0.41045,3.577656,690.0
2021-11-01,E12000002,North West,,92.659734,0.361554,3.703483,692.0
2021-12-01,E12000002,North West,,93.343357,0.737777,4.183301,697.0
2022-01-01,E12000002,North West,,93.736438,0.421114,4.264473,700.0
2022-02-01,E12000002,North West,,94.090051,0.377241,4.533082,703.0
2022-03-01,E12000002,North West,,94.539726,0.477921,4.944526,706.0
2022-04-01,E12000002,North West,,94.948311,0.432183,5.028703,709.0
2022-05-01,E12000002,North West,,95.518906,0.600954,5.376503,714.0
2022-06-01,E12000002,North West,,95.947812,0.449027,5.576923,717.0
2022-07-01,E12000002,North West,,96.621387,0.702022,5.967888,722.0
2022-08-01,E12000002,North West,,97.264153,0.665242,6.22685,727.0
2022-09-01,E12000002,North West,,97.911914,0.665982,6.485575,731.0
2022-10-01,E12000002,North West,,98.363937,0.461662,6.539886,735.0
2022-11-01,E12000002,North West,,99.101249,0.749576,6.951796,740.0
2022-12-01,E12000002,North West,,99.546333,0.449121,6.645333,744.0
2023-01-01,E12000002,North West,,100.0,0.455734,6.682099,747.0
2023-02-01,E12000002,North West,,100.582281,0.582281,6.900018,751.0
2023-03-01,E12000002,North West,,101.161642,0.576007,7.004373,756.0
2023-04-01,E12000002,North West,,102.066189,0.89416,7.496582,762.0
2023-05-01,E12000002,North West,,102.583094,0.506441,7.395591,766.0
2023-06-01,E12000002,North West,,103.352179,0.749719,7.717077,772.0
2023-07-01,E12000002,North West,,103.99771,0.624594,7.634255,777.0
2023-08-01,E12000002,North West,,104.786169,0.75815,7.733595,783.0
2023-09-01,E12000002,North West,,105.459988,0.643043,7.709046,788.0
2023-10-01,E12000002,North West,,106.111608,0.617884,7.876537,793.0
2023-11-01,E12000002,North West,,106.741976,0.594061,7.710021,797.0
2023-12-01,E12000002,North West,,107.766875,0.960165,8.258006,805.0
2024-01-01,E12000002,North West,,108.341488,0.533199,8.341488,809.0
2024-02-01,E12000002,North West,,109.352562,0.933229,8.719509,817.0
2024-03-01,E12000002,North West,,110.035733,0.624742,8.77219,822.0
2024-04-01,E12000002,North West,,111.00912,0.884609,8.761894,829.0
2024-05-01,E12000002,North West,,111.832726,0.741927,9.016721,835.0
2024-06-01,E12000002,North West,,113.046903,1.085708,9.38028,844.0
2024-07-01,E12000002,North West,,113.894337,0.74963,9.516197,851.0
2024-08-01,E12000002,North West,,114.486322,0.519768,9.257094,855.0
2024-09-01,E12000002,North West,,115.338329,0.744199,9.366908,862.0
2024-10-01,E12000002,North West,,116.471869,0.982796,9.763551,870.0
2024-11-01,E12000002,North West,,117.523816,0.903177,10.100844,878.0
2024-12-01,E12000002,North West,,118.199175,0.574657,9.680432,883.0
2025-01-01,E12000002,North West,,118.943901,0.63006,9.786107,888.0
2025-02-01,E12000002,North West,,119.54133,0.502278,9.317356,893.0
2025-03-01,E12000002,North West,,119.971593,0.359929,9.029666,896.0
2025-04-01,E12000002,North West,,120.354365,0.319052,8.418448,899.0
2025-05-01,E12000002,North West,,121.181754,0.687461,8.359832,905.0
2025-06-01,E12000002,North West,,122.000913,0.675976,7.920616,911.0
2025-07-01,E12000002,North West,,122.131627,0.107142,7.232397,912.0
2025-08-01,E12000002,North West,,122.669244,0.440195,7.14751,916.0
2025-09-01,E12000002,North West,,123.53228,0.703547,7.104274,923.0
2025-10-01,E12000002,North West,,124.053222,0.421705,6.509171,927.0
2025-11-01,E12000002,North West,,124.913139,0.693184,6.287511,933.0
2025-12-01,E12000002,North West,,125.430114,0.413867,6.117588,937.0
2026-01-01,E12000002,North West,,126.031608,0.479545,5.958865,941.0
2026-02-01,E12000002,North West,,126.355539,0.257024,5.700296,944.0
2026-03-01,E12000002,North West,,126.828594,0.374384,5.71552,947.0
2026-04-01,E12000002,North West,,127.293138,0.366277,5.765286,951.0
2026-05-01,E12000002,North West,,127.732541,0.34519,5.405754,954.0
2015-01-01,E12000003,Yorkshire and The Humber,,81.941667,,,586.0
2015-02-01,E12000003,Yorkshire and The Humber,,81.813845,-0.155992,,585.0
2015-03-01,E12000003,Yorkshire and The Humber,,81.89994,0.105233,,586.0
2015-04-01,E12000003,Yorkshire and The Humber,,81.864047,-0.043825,,586.0
2015-05-01,E12000003,Yorkshire and The Humber,,81.787724,-0.093231,,585.0
2015-06-01,E12000003,Yorkshire and The Humber,,81.568998,-0.267432,,583.0
2015-07-01,E12000003,Yorkshire and The Humber,,81.684439,0.141526,,584.0
2015-08-01,E12000003,Yorkshire and The Humber,,81.749955,0.080207,,585.0
2015-09-01,E12000003,Yorkshire and The Humber,,82.012142,0.320718,,587.0
2015-10-01,E12000003,Yorkshire and The Humber,,81.925757,-0.105332,,586.0
2015-11-01,E12000003,Yorkshire and The Humber,,82.073563,0.180414,,587.0
2015-12-01,E12000003,Yorkshire and The Humber,,82.054796,-0.022866,,587.0
2016-01-01,E12000003,Yorkshire and The Humber,,81.97551,-0.096626,0.0413,586.0
2016-02-01,E12000003,Yorkshire and The Humber,,81.821923,-0.187357,0.009874,585.0
2016-03-01,E12000003,Yorkshire and The Humber,,82.079665,0.315004,0.219444,587.0
2016-04-01,E12000003,Yorkshire and The Humber,,82.265901,0.226896,0.490879,588.0
2016-05-01,E12000003,Yorkshire and The Humber,,82.458993,0.234717,0.820745,590.0
2016-06-01,E12000003,Yorkshire and The Humber,,82.558404,0.120558,1.212968,591.0
2016-07-01,E12000003,Yorkshire and The Humber,,82.682998,0.150917,1.222459,591.0
2016-08-01,E12000003,Yorkshire and The Humber,,82.865214,0.22038,1.364232,593.0
2016-09-01,E12000003,Yorkshire and The Humber,,83.083193,0.263052,1.305966,594.0
2016-10-01,E12000003,Yorkshire and The Humber,,83.202535,0.143642,1.558457,595.0
2016-11-01,E12000003,Yorkshire and The Humber,,83.324725,0.146858,1.52444,596.0
2016-12-01,E12000003,Yorkshire and The Humber,,83.62396,0.359119,1.912337,598.0
2017-01-01,E12000003,Yorkshire and The Humber,,83.754858,0.156532,2.170585,599.0
2017-02-01,E12000003,Yorkshire and The Humber,,83.886208,0.156827,2.5229,600.0
2017-03-01,E12000003,Yorkshire and The Humber,,84.105607,0.261544,2.468263,602.0
2017-04-01,E12000003,Yorkshire and The Humber,,84.568596,0.550486,2.799089,605.0
2017-05-01,E12000003,Yorkshire and The Humber,,84.612808,0.052279,2.611983,605.0
2017-06-01,E12000003,Yorkshire and The Humber,,84.590434,-0.026443,2.461324,605.0
2017-07-01,E12000003,Yorkshire and The Humber,,84.670173,0.094265,2.403366,606.0
2017-08-01,E12000003,Yorkshire and The Humber,,84.941177,0.32007,2.505228,608.0
2017-09-01,E12000003,Yorkshire and The Humber,,85.040224,0.116607,2.355508,608.0
2017-10-01,E12000003,Yorkshire and The Humber,,85.179131,0.163342,2.375644,609.0
2017-11-01,E12000003,Yorkshire and The Humber,,85.320403,0.165853,2.395061,610.0
2017-12-01,E12000003,Yorkshire and The Humber,,85.45595,0.158869,2.190748,611.0
2018-01-01,E12000003,Yorkshire and The Humber,,85.523774,0.079367,2.112016,612.0
2018-02-01,E12000003,Yorkshire and The Humber,,85.43539,-0.103344,1.846767,611.0
2018-03-01,E12000003,Yorkshire and The Humber,,85.561414,0.147508,1.730928,612.0
2018-04-01,E12000003,Yorkshire and The Humber,,85.816194,0.297774,1.47525,614.0
2018-05-01,E12000003,Yorkshire and The Humber,,85.902892,0.101027,1.524691,614.0
2018-06-01,E12000003,Yorkshire and The Humber,,85.850192,-0.061348,1.489245,614.0
2018-07-01,E12000003,Yorkshire and The Humber,,85.944451,0.109795,1.504991,615.0
2018-08-01,E12000003,Yorkshire and The Humber,,86.024963,0.09368,1.275926,615.0
2018-09-01,E12000003,Yorkshire and The Humber,,86.317712,0.340307,1.502216,617.0
2018-10-01,E12000003,Yorkshire and The Humber,,86.313272,-0.005144,1.331478,617.0
2018-11-01,E12000003,Yorkshire and The Humber,,86.520726,0.24035,1.406842,619.0
2018-12-01,E12000003,Yorkshire and The Humber,,86.558347,0.043482,1.290018,619.0
2019-01-01,E12000003,Yorkshire and The Humber,,86.795162,0.27359,1.48659,621.0
2019-02-01,E12000003,Yorkshire and The Humber,,86.920633,0.14456,1.73844,622.0
2019-03-01,E12000003,Yorkshire and The Humber,,86.950701,0.034592,1.62373,622.0
2019-04-01,E12000003,Yorkshire and The Humber,,87.16734,0.249151,1.574464,624.0
2019-05-01,E12000003,Yorkshire and The Humber,,87.232677,0.074956,1.548009,624.0
2019-06-01,E12000003,Yorkshire and The Humber,,87.360547,0.146586,1.759291,625.0
2019-07-01,E12000003,Yorkshire and The Humber,,87.468901,0.124031,1.773762,626.0
2019-08-01,E12000003,Yorkshire and The Humber,,87.726848,0.294901,1.978361,628.0
2019-09-01,E12000003,Yorkshire and The Humber,,88.178311,0.514623,2.155523,631.0
2019-10-01,E12000003,Yorkshire and The Humber,,88.416407,0.270017,2.436629,632.0
2019-11-01,E12000003,Yorkshire and The Humber,,88.736684,0.362237,2.561188,635.0
2019-12-01,E12000003,Yorkshire and The Humber,,88.988649,0.283946,2.807703,637.0
2020-01-01,E12000003,Yorkshire and The Humber,,89.040795,0.058599,2.587279,637.0
2020-02-01,E12000003,Yorkshire and The Humber,,89.184917,0.161861,2.605002,638.0
2020-03-01,E12000003,Yorkshire and The Humber,,89.25879,0.082831,2.65448,638.0
2020-04-01,E12000003,Yorkshire and The Humber,,89.349509,0.101636,2.503425,639.0
2020-05-01,E12000003,Yorkshire and The Humber,,89.534905,0.207495,2.639181,640.0
2020-06-01,E12000003,Yorkshire and The Humber,,89.59678,0.069108,2.559774,641.0
2020-07-01,E12000003,Yorkshire and The Humber,,89.886655,0.323532,2.764129,643.0
2020-08-01,E12000003,Yorkshire and The Humber,,89.955926,0.077065,2.54093,643.0
2020-09-01,E12000003,Yorkshire and The Humber,,90.136958,0.201245,2.221235,645.0
2020-10-01,E12000003,Yorkshire and The Humber,,90.338308,0.223382,2.173693,646.0
2020-11-01,E12000003,Yorkshire and The Humber,,90.204428,-0.148198,1.654044,645.0
2020-12-01,E12000003,Yorkshire and The Humber,,90.325806,0.134558,1.502615,646.0
2021-01-01,E12000003,Yorkshire and The Humber,,90.361712,0.039752,1.483496,646.0
2021-02-01,E12000003,Yorkshire and The Humber,,90.5468,0.20483,1.527033,648.0
2021-03-01,E12000003,Yorkshire and The Humber,,90.816106,0.297422,1.744721,650.0
2021-04-01,E12000003,Yorkshire and The Humber,,91.058697,0.267123,1.912924,651.0
2021-05-01,E12000003,Yorkshire and The Humber,,91.483306,0.466302,2.176136,654.0
2021-06-01,E12000003,Yorkshire and The Humber,,91.632695,0.163296,2.272308,655.0
2021-07-01,E12000003,Yorkshire and The Humber,,92.048827,0.454131,2.405443,658.0
2021-08-01,E12000003,Yorkshire and The Humber,,92.378648,0.358311,2.693233,661.0
2021-09-01,E12000003,Yorkshire and The Humber,,92.663247,0.308079,2.802723,663.0
2021-10-01,E12000003,Yorkshire and The Humber,,93.121961,0.495033,3.081365,666.0
2021-11-01,E12000003,Yorkshire and The Humber,,93.436861,0.338159,3.583453,668.0
2021-12-01,E12000003,Yorkshire and The Humber,,93.980586,0.581917,4.046219,672.0
2022-01-01,E12000003,Yorkshire and The Humber,,94.653892,0.716431,4.749998,677.0
2022-02-01,E12000003,Yorkshire and The Humber,,95.032963,0.400481,4.954524,680.0
2022-03-01,E12000003,Yorkshire and The Humber,,95.482427,0.472956,5.138208,683.0
2022-04-01,E12000003,Yorkshire and The Humber,,95.89357,0.430596,5.309622,686.0
2022-05-01,E12000003,Yorkshire and The Humber,,96.311534,0.435862,5.277715,689.0
2022-06-01,E12000003,Yorkshire and The Humber,,96.560482,0.258482,5.377761,691.0
2022-07-01,E12000003,Yorkshire and The Humber,,97.025256,0.48133,5.406293,694.0
2022-08-01,E12000003,Yorkshire and The Humber,,97.505397,0.494861,5.549712,697.0
2022-09-01,E12000003,Yorkshire and The Humber,,98.144339,0.655289,5.915065,702.0
2022-10-01,E12000003,Yorkshire and The Humber,,98.493275,0.355534,5.768042,705.0
2022-11-01,E12000003,Yorkshire and The Humber,,98.855089,0.367349,5.798812,707.0
2022-12-01,E12000003,Yorkshire and The Humber,,99.356536,0.507255,5.720277,711.0
2023-01-01,E12000003,Yorkshire and The Humber,,100.0,0.647632,5.64806,715.0
2023-02-01,E12000003,Yorkshire and The Humber,,100.464962,0.464962,5.71591,719.0
2023-03-01,E12000003,Yorkshire and The Humber,,101.22296,0.754491,6.012136,724.0
2023-04-01,E12000003,Yorkshire and The Humber,,102.096097,0.862587,6.468136,730.0
2023-05-01,E12000003,Yorkshire and The Humber,,102.626383,0.519399,6.556691,734.0
2023-06-01,E12000003,Yorkshire and The Humber,,103.01935,0.38291,6.688935,737.0
2023-07-01,E12000003,Yorkshire and The Humber,,103.753047,0.712194,6.934062,742.0
2023-08-01,E12000003,Yorkshire and The Humber,,104.385205,0.60929,7.055823,747.0
2023-09-01,E12000003,Yorkshire and The Humber,,105.050835,0.637667,7.037081,751.0
2023-10-01,E12000003,Yorkshire and The Humber,,105.890958,0.79973,7.510851,757.0
2023-11-01,E12000003,Yorkshire and The Humber,,106.466419,0.543447,7.699483,762.0
2023-12-01,E12000003,Yorkshire and The Humber,,106.982598,0.484827,7.675451,765.0
2024-01-01,E12000003,Yorkshire and The Humber,,107.529034,0.510772,7.529034,769.0
2024-02-01,E12000003,Yorkshire and The Humber,,108.353931,0.767139,7.852458,775.0
2024-03-01,E12000003,Yorkshire and The Humber,,109.063454,0.65482,7.745766,780.0
2024-04-01,E12000003,Yorkshire and The Humber,,109.738063,0.618548,7.485072,785.0
2024-05-01,E12000003,Yorkshire and The Humber,,110.439705,0.639378,7.613366,790.0
2024-06-01,E12000003,Yorkshire and The Humber,,110.972807,0.482709,7.720353,794.0
